display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
Latin Modern Roman 10 Regular,Latin Modern Roman,10 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman10-regular.otf
Latin Modern Roman 12 Bold,Latin Modern Roman,12 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 12,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman12-bold.otf
Latin Modern Roman 12 Italic,Latin Modern Roman,12 Italic,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,Italic / 別名: LM Roman 12,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman12-italic.otf
Latin Modern Roman 12 Regular,Latin Modern Roman,12 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 12,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman12-regular.otf
Latin Modern Roman 17 Regular,Latin Modern Roman,17 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 17,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman17-regular.otf
Latin Modern Roman 5 Bold,Latin Modern Roman,5 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 5,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman5-bold.otf
Latin Modern Roman 5 Regular,Latin Modern Roman,5 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 5,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman5-regular.otf
Latin Modern Roman 6 Bold,Latin Modern Roman,6 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 6,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman6-bold.otf
Latin Modern Roman 6 Regular,Latin Modern Roman,6 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 6,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman6-regular.otf
Latin Modern Roman 7 Bold,Latin Modern Roman,7 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 7,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman7-bold.otf
Latin Modern Roman 7 Italic,Latin Modern Roman,7 Italic,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,Italic / 別名: LM Roman 7,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman7-italic.otf
Latin Modern Roman 7 Regular,Latin Modern Roman,7 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 7,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman7-regular.otf
Latin Modern Roman 8 Bold,Latin Modern Roman,8 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 8,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman8-bold.otf
Latin Modern Roman 8 Italic,Latin Modern Roman,8 Italic,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,Italic / 別名: LM Roman 8,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman8-italic.otf
Latin Modern Roman 8 Regular,Latin Modern Roman,8 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 8,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman8-regular.otf
Latin Modern Roman 9 Bold,Latin Modern Roman,9 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 9,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman9-bold.otf
Latin Modern Roman 9 Italic,Latin Modern Roman,9 Italic,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,Italic / 別名: LM Roman 9,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman9-italic.otf
Latin Modern Roman 9 Regular,Latin Modern Roman,9 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman,\setmainfont{Latin Modern Roman},,別名: LM Roman 9,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmroman9-regular.otf
Latin Modern Roman Caps 10 Oblique,Latin Modern Roman Caps,10 Oblique,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Caps,\setmainfont{Latin Modern Roman Caps},,Oblique / 別名: LM Roman Caps 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromancaps10-oblique.otf
Latin Modern Roman Caps 10 Regular,Latin Modern Roman Caps,10 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Caps,\setmainfont{Latin Modern Roman Caps},,別名: LM Roman Caps 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromancaps10-regular.otf
Latin Modern Roman Demi 10 Oblique,Latin Modern Roman Demi,10 Oblique,OpenType (OTF),セリフ体（Serif）,,ExtraBold（超太）,Latin Modern Roman Demi,\setmainfont{Latin Modern Roman Demi},,Oblique / 別名: LM Roman Demi 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromandemi10-oblique.otf
Latin Modern Roman Demi 10 Regular,Latin Modern Roman Demi,10 Regular,OpenType (OTF),セリフ体（Serif）,,ExtraBold（超太）,Latin Modern Roman Demi,\setmainfont{Latin Modern Roman Demi},,別名: LM Roman Demi 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromandemi10-regular.otf
Latin Modern Roman Dunhill 10 Oblique,Latin Modern Roman Dunhill,10 Oblique,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Dunhill,\setmainfont{Latin Modern Roman Dunhill},,Oblique / 別名: LM Roman Dunhill 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromandunh10-oblique.otf
Latin Modern Roman Dunhill 10 Regular,Latin Modern Roman Dunhill,10 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Dunhill,\setmainfont{Latin Modern Roman Dunhill},,別名: LM Roman Dunhill 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromandunh10-regular.otf
Latin Modern Roman Slanted 10 Bold,Latin Modern Roman Slanted,10 Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant10-bold.otf
Latin Modern Roman Slanted 10 Regular,Latin Modern Roman Slanted,10 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant10-regular.otf
Latin Modern Roman Slanted 12 Regular,Latin Modern Roman Slanted,12 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 12,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant12-regular.otf
Latin Modern Roman Slanted 17 Regular,Latin Modern Roman Slanted,17 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 17,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant17-regular.otf
Latin Modern Roman Slanted 8 Regular,Latin Modern Roman Slanted,8 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 8,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant8-regular.otf
Latin Modern Roman Slanted 9 Regular,Latin Modern Roman Slanted,9 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Slanted,\setmainfont{Latin Modern Roman Slanted},,別名: LM Roman Slanted 9,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanslant9-regular.otf
Latin Modern Roman Unslanted 10 Regular,Latin Modern Roman Unslanted,10 Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Latin Modern Roman Unslanted,\setmainfont{Latin Modern Roman Unslanted},,別名: LM Roman Unslanted 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmromanunsl10-regular.otf
Libertinus Serif Bold,Libertinus Serif,Bold,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Libertinus Serif,\setmainfont{Libertinus Serif},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-Bold.otf
Libertinus Serif Bold Italic,Libertinus Serif,Bold Italic,OpenType (OTF),セリフ体（Serif）,,Black（極太）,Libertinus Serif,\setmainfont{Libertinus Serif},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-BoldItalic.otf
Libertinus Serif Italic,Libertinus Serif,Italic,OpenType (OTF),セリフ体（Serif）,,Light（細）,Libertinus Serif,\setmainfont{Libertinus Serif},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-Italic.otf
Libertinus Serif,Libertinus Serif,Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Libertinus Serif,\setmainfont{Libertinus Serif},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-Regular.otf
Libertinus Serif Semibold,Libertinus Serif,Semibold,OpenType (OTF),セリフ体（Serif）,,ExtraBold（超太）,Libertinus Serif,\setmainfont{Libertinus Serif},,別名: Libertinus Serif Semibold,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-Semibold.otf
Libertinus Serif Semibold Italic,Libertinus Serif,Semibold Italic,OpenType (OTF),セリフ体（Serif）,,ExtraBold（超太）,Libertinus Serif,\setmainfont{Libertinus Serif},,Italic / 別名: Libertinus Serif Semibold Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerif-SemiboldItalic.otf
Libertinus Serif Initials,Libertinus Serif Initials,Regular,OpenType (OTF),セリフ体（Serif）,,Light（細）,Libertinus Serif Initials,\setmainfont{Libertinus Serif Initials},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusSerifInitials-Regular.otf
Microsoft Sans Serif,Microsoft Sans Serif,Regular,TrueType (TTF),セリフ体（Serif）,,Light（細）,Microsoft Sans Serif,\setmainfont{Microsoft Sans Serif},,,C:/WINDOWS/fonts/micross.ttf
MS Reference Sans Serif,MS Reference Sans Serif,Regular,TrueType (TTF),セリフ体（Serif）,,Light（細）,MS Reference Sans Serif,\setmainfont{MS Reference Sans Serif},,,C:/WINDOWS/fonts/REFSAN.TTF
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssef1255.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssef1256.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssef1257.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssef874.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sseriff.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserife.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sseriffr.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssee874.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserifer.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserifeg.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sseriffg.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserifee.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sseriffe.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserifft.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/sserifet.fon
MS Sans Serif,MS Sans Serif,Regular,.FON,セリフ体（Serif）,,Light（細）,MS Sans Serif,\setmainfont{MS Sans Serif},,,C:/WINDOWS/fonts/ssee1255.fon
